;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 4/15/2023 3:19:46 PM
;----------------------------------------------

;Address Opcode 	ASM
0x04C5	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x04C6	0x3001      	MOVLW      1
0x04C7	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x04C8	0x3059      	MOVLW      ?lstr5_COCIMIC_FP_Compiler
0x04C9	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x04CA	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,100 :: 		Lcd_Out(1, 7, ltrim(txtTemp));
0x04CB	0x30CC      	MOVLW      _txtTemp
0x04CC	0x1683      	BSF        STATUS, 5
0x04CD	0x00E2      	MOVWF      FARG_Ltrim_string
0x04CE	0x2228      	CALL       _Ltrim
0x04CF	0x0870      	MOVF       R0, 0
0x04D0	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x04D1	0x3001      	MOVLW      1
0x04D2	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x04D3	0x3007      	MOVLW      7
0x04D4	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x04D5	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,101 :: 		Lcd_Out(1, 10, "C");
0x04D6	0x3001      	MOVLW      1
0x04D7	0x1683      	BSF        STATUS, 5
0x04D8	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x04D9	0x300A      	MOVLW      10
0x04DA	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x04DB	0x3060      	MOVLW      ?lstr6_COCIMIC_FP_Compiler
0x04DC	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x04DD	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,102 :: 		}
L_end_dispTemp:
0x04DE	0x0008      	RETURN
; end of _dispTemp
_dispSpd:
;COCIMIC_FP_Compiler.c,136 :: 		void dispSpd() {
;COCIMIC_FP_Compiler.c,137 :: 		IntToStr(spdValue, txtSpd);  // Convert speed to string
0x04DF	0x1683      	BSF        STATUS, 5
0x04E0	0x1303      	BCF        STATUS, 6
0x04E1	0x083F      	MOVF       _spdValue, 0
0x04E2	0x00E2      	MOVWF      FARG_IntToStr_input
0x04E3	0x0840      	MOVF       _spdValue+1, 0
0x04E4	0x00E3      	MOVWF      FARG_IntToStr_input+1
0x04E5	0x30AF      	MOVLW      _txtSpd
0x04E6	0x00E4      	MOVWF      FARG_IntToStr_output
0x04E7	0x22B5      	CALL       _IntToStr
;COCIMIC_FP_Compiler.c,140 :: 		Lcd_Out(2, 1, "Speed: ");
0x04E8	0x3002      	MOVLW      2
0x04E9	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x04EA	0x3001      	MOVLW      1
0x04EB	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x04EC	0x3023      	MOVLW      ?lstr9_COCIMIC_FP_Compiler
0x04ED	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x04EE	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,143 :: 		if (spdValue < 100) {  // If speed is less than 100, clear 3rd digit using space
0x04EF	0x3000      	MOVLW      0
0x04F0	0x1683      	BSF        STATUS, 5
0x04F1	0x0240      	SUBWF      _spdValue+1, 0
0x04F2	0x1D03      	BTFSS      STATUS, 2
0x04F3	0x2CF6      	GOTO       L__dispSpd102
0x04F4	0x3064      	MOVLW      100
0x04F5	0x023F      	SUBWF      _spdValue, 0
L__dispSpd102:
0x04F6	0x1803      	BTFSC      STATUS, 0
0x04F7	0x2D13      	GOTO       L_dispSpd16
;COCIMIC_FP_Compiler.c,144 :: 		Lcd_Out(2, 8, ltrim(txtSpd));
0x04F8	0x30AF      	MOVLW      _txtSpd
0x04F9	0x00E2      	MOVWF      FARG_Ltrim_string
0x04FA	0x2228      	CALL       _Ltrim
0x04FB	0x0870      	MOVF       R0, 0
0x04FC	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x04FD	0x3002      	MOVLW      2
0x04FE	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x04FF	0x3008      	MOVLW      8
0x0500	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x0501	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,145 :: 		Lcd_Out(2, 10, " ");
0x0502	0x3002      	MOVLW      2
0x0503	0x1683      	BSF        STATUS, 5
0x0504	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x0505	0x300A      	MOVLW      10
0x0506	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x0507	0x302B      	MOVLW      ?lstr10_COCIMIC_FP_Compiler
0x0508	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x0509	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,146 :: 		Lcd_Out(2, 11, "%");
0x050A	0x3002      	MOVLW      2
0x050B	0x1683      	BSF        STATUS, 5
0x050C	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x050D	0x300B      	MOVLW      11
0x050E	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x050F	0x3034      	MOVLW      ?lstr11_COCIMIC_FP_Compiler
0x0510	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x0511	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,147 :: 		} else {  // If speed is 100, as is
0x0512	0x2D26      	GOTO       L_dispSpd17
L_dispSpd16:
;COCIMIC_FP_Compiler.c,148 :: 		Lcd_Out(2, 8, ltrim(txtSpd));
0x0513	0x30AF      	MOVLW      _txtSpd
0x0514	0x1683      	BSF        STATUS, 5
0x0515	0x00E2      	MOVWF      FARG_Ltrim_string
0x0516	0x2228      	CALL       _Ltrim
0x0517	0x0870      	MOVF       R0, 0
0x0518	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x0519	0x3002      	MOVLW      2
0x051A	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x051B	0x3008      	MOVLW      8
0x051C	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x051D	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,149 :: 		Lcd_Out(2, 11, "%");
0x051E	0x3002      	MOVLW      2
0x051F	0x1683      	BSF        STATUS, 5
0x0520	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x0521	0x300B      	MOVLW      11
0x0522	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x0523	0x3032      	MOVLW      ?lstr12_COCIMIC_FP_Compiler
0x0524	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x0525	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,150 :: 		}
L_dispSpd17:
;COCIMIC_FP_Compiler.c,153 :: 		if (spdValue == 0) {  // If speed is 0, display OFF
0x0526	0x3000      	MOVLW      0
0x0527	0x1683      	BSF        STATUS, 5
0x0528	0x0640      	XORWF      _spdValue+1, 0
0x0529	0x1D03      	BTFSS      STATUS, 2
0x052A	0x2D2D      	GOTO       L__dispSpd103
0x052B	0x3000      	MOVLW      0
0x052C	0x063F      	XORWF      _spdValue, 0
L__dispSpd103:
0x052D	0x1D03      	BTFSS      STATUS, 2
0x052E	0x2D37      	GOTO       L_dispSpd18
;COCIMIC_FP_Compiler.c,154 :: 		Lcd_Out(2, 13, "OFF ");
0x052F	0x3002      	MOVLW      2
0x0530	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x0531	0x300D      	MOVLW      13
0x0532	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x0533	0x302D      	MOVLW      ?lstr13_COCIMIC_FP_Compiler
0x0534	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x0535	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,155 :: 		} else if (spdValue < 33) {  // If speed is between 0 and 33, display LOW
0x0536	0x2D72      	GOTO       L_dispSpd19
L_dispSpd18:
0x0537	0x3000      	MOVLW      0
0x0538	0x1683      	BSF        STATUS, 5
0x0539	0x0240      	SUBWF      _spdValue+1, 0
0x053A	0x1D03      	BTFSS      STATUS, 2
0x053B	0x2D3E      	GOTO       L__dispSpd104
0x053C	0x3021      	MOVLW      33
0x053D	0x023F      	SUBWF      _spdValue, 0
L__dispSpd104:
0x053E	0x1803      	BTFSC      STATUS, 0
0x053F	0x2D48      	GOTO       L_dispSpd20
;COCIMIC_FP_Compiler.c,156 :: 		Lcd_Out(2, 13, "LOW ");
0x0540	0x3002      	MOVLW      2
0x0541	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x0542	0x300D      	MOVLW      13
0x0543	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x0544	0x304A      	MOVLW      ?lstr14_COCIMIC_FP_Compiler
0x0545	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x0546	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,157 :: 		} else if (spdValue < 66) {  // If speed is between 33 and 66, display MID
0x0547	0x2D72      	GOTO       L_dispSpd21
L_dispSpd20:
0x0548	0x3000      	MOVLW      0
0x0549	0x1683      	BSF        STATUS, 5
0x054A	0x0240      	SUBWF      _spdValue+1, 0
0x054B	0x1D03      	BTFSS      STATUS, 2
0x054C	0x2D4F      	GOTO       L__dispSpd105
0x054D	0x3042      	MOVLW      66
0x054E	0x023F      	SUBWF      _spdValue, 0
L__dispSpd105:
0x054F	0x1803      	BTFSC      STATUS, 0
0x0550	0x2D59      	GOTO       L_dispSpd22
;COCIMIC_FP_Compiler.c,158 :: 		Lcd_Out(2, 13, "MID ");
0x0551	0x3002      	MOVLW      2
0x0552	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x0553	0x300D      	MOVLW      13
0x0554	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x0555	0x30A0      	MOVLW      ?lstr15_COCIMIC_FP_Compiler
0x0556	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x0557	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,159 :: 		} else if (spdValue <= 99) {  // If speed is between 66 and 99, display HIGH
0x0558	0x2D72      	GOTO       L_dispSpd23
L_dispSpd22:
0x0559	0x1683      	BSF        STATUS, 5
0x055A	0x0840      	MOVF       _spdValue+1, 0
0x055B	0x3C00      	SUBLW      0
0x055C	0x1D03      	BTFSS      STATUS, 2
0x055D	0x2D60      	GOTO       L__dispSpd106
0x055E	0x083F      	MOVF       _spdValue, 0
0x055F	0x3C63      	SUBLW      99
L__dispSpd106:
0x0560	0x1C03      	BTFSS      STATUS, 0
0x0561	0x2D6A      	GOTO       L_dispSpd24
;COCIMIC_FP_Compiler.c,160 :: 		Lcd_Out(2, 13, "HIGH");
0x0562	0x3002      	MOVLW      2
0x0563	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x0564	0x300D      	MOVLW      13
0x0565	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x0566	0x306A      	MOVLW      ?lstr16_COCIMIC_FP_Compiler
0x0567	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x0568	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,161 :: 		} else {  // If speed is 100, display MAX
0x0569	0x2D72      	GOTO       L_dispSpd25
L_dispSpd24:
;COCIMIC_FP_Compiler.c,162 :: 		Lcd_Out(2, 13, "MAX ");
0x056A	0x3002      	MOVLW      2
0x056B	0x1683      	BSF        STATUS, 5
0x056C	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x056D	0x300D      	MOVLW      13
0x056E	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x056F	0x3065      	MOVLW      ?lstr17_COCIMIC_FP_Compiler
0x0570	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x0571	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,163 :: 		}
L_dispSpd25:
L_dispSpd23:
L_dispSpd21:
L_dispSpd19:
;COCIMIC_FP_Compiler.c,164 :: 		}
L_end_dispSpd:
0x0572	0x0008      	RETURN
; end of _dispSpd
_ADC_Init:
;__Lib_ADC_A_C.c,9 :: 		
;__Lib_ADC_A_C.c,10 :: 		
0x0573	0x30FF      	MOVLW      _ADC_Get_Sample
0x0574	0x1683      	BSF        STATUS, 5
0x0575	0x1303      	BCF        STATUS, 6
0x0576	0x00C7      	MOVWF      _ADC_Get_Sample_Ptr
0x0577	0x30FF      	MOVLW      hi_addr(_ADC_Get_Sample)
0x0578	0x00C8      	MOVWF      _ADC_Get_Sample_Ptr+1
0x0579	0x30FF      	MOVLW      FARG_ADC_Get_Sample_channel
0x057A	0x00C9      	MOVWF      _ADC_Get_Sample_Ptr+2
0x057B	0x30FF      	MOVLW      hi_addr(FARG_ADC_Get_Sample_channel)
;__Lib_ADC_A_C.c,12 :: 		
0x057C	0x1283      	BCF        STATUS, 5
0x057D	0x019F      	CLRF       ADCON0
;__Lib_ADC_A_C.c,13 :: 		
0x057E	0x30C0      	MOVLW      192
0x057F	0x049F      	IORWF      ADCON0, 1
;__Lib_ADC_A_C.c,14 :: 		
0x0580	0x1683      	BSF        STATUS, 5
0x0581	0x171F      	BSF        ADCON1, 6
;__Lib_ADC_A_C.c,15 :: 		
0x0582	0x179F      	BSF        ADCON1, 7
;__Lib_ADC_A_C.c,18 :: 		
0x0583	0x1283      	BCF        STATUS, 5
0x0584	0x141F      	BSF        ADCON0, 0
;__Lib_ADC_A_C.c,19 :: 		
L_end_ADC_Init:
0x0585	0x0008      	RETURN
; end of _ADC_Init
_____DoICP:
;__Lib_System.c,6 :: 		
;__Lib_System.c,9 :: 		
0x0586	0x1683      	BSF        STATUS, 5
0x0587	0x1303      	BCF        STATUS, 6
0x0588	0x0844      	MOVF       ___DoICPAddr+1, 0
0x0589	0x008A      	MOVWF      PCLATH
;__Lib_System.c,10 :: 		
0x058A	0x0843      	MOVF       ___DoICPAddr, 0
0x058B	0x0082      	MOVWF      PCL
;__Lib_System.c,12 :: 		
L_end_____DoICP:
0x058C	0x0008      	RETURN
; end of _____DoICP
_Lcd_Init:
;__Lib_Lcd.c,84 :: 		
;__Lib_Lcd.c,86 :: 		
0x058D	0x1683      	BSF        STATUS, 5
0x058E	0x1303      	BCF        STATUS, 6
0x058F	0x1188      	BCF        LCD_EN_Direction, BitPos(LCD_EN_Direction+0)
;__Lib_Lcd.c,87 :: 		
0x0590	0x1108      	BCF        LCD_RS_Direction, BitPos(LCD_RS_Direction+0)
;__Lib_Lcd.c,88 :: 		
0x0591	0x1208      	BCF        LCD_D4_Direction, BitPos(LCD_D4_Direction+0)
;__Lib_Lcd.c,89 :: 		
0x0592	0x1288      	BCF        LCD_D5_Direction, BitPos(LCD_D5_Direction+0)
;__Lib_Lcd.c,90 :: 		
0x0593	0x1308      	BCF        LCD_D6_Direction, BitPos(LCD_D6_Direction+0)
;__Lib_Lcd.c,91 :: 		
0x0594	0x1388      	BCF        LCD_D7_Direction, BitPos(LCD_D7_Direction+0)
;__Lib_Lcd.c,93 :: 		
0x0595	0x1283      	BCF        STATUS, 5
0x0596	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,94 :: 		
0x0597	0x1108      	BCF        LCD_RS, BitPos(LCD_RS+0)
;__Lib_Lcd.c,95 :: 		
0x0598	0x1388      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,96 :: 		
0x0599	0x1308      	BCF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,97 :: 		
0x059A	0x1288      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,98 :: 		
0x059B	0x1208      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,100 :: 		
0x059C	0x20D8      	CALL       _Delay_5500us
;__Lib_Lcd.c,101 :: 		
0x059D	0x20D8      	CALL       _Delay_5500us
;__Lib_Lcd.c,102 :: 		
0x059E	0x20D8      	CALL       _Delay_5500us
;__Lib_Lcd.c,105 :: 		
0x059F	0x1688      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,106 :: 		
0x05A0	0x1608      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,107 :: 		
0x05A1	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,108 :: 		
0x05A2	0x20E5      	CALL       _Delay_1us
;__Lib_Lcd.c,109 :: 		
0x05A3	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,110 :: 		
0x05A4	0x20D8      	CALL       _Delay_5500us
;__Lib_Lcd.c,112 :: 		
0x05A5	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,113 :: 		
0x05A6	0x20E5      	CALL       _Delay_1us
;__Lib_Lcd.c,114 :: 		
0x05A7	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,115 :: 		
0x05A8	0x20D8      	CALL       _Delay_5500us
;__Lib_Lcd.c,117 :: 		
0x05A9	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,118 :: 		
0x05AA	0x20E5      	CALL       _Delay_1us
;__Lib_Lcd.c,119 :: 		
0x05AB	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,120 :: 		
0x05AC	0x20D8      	CALL       _Delay_5500us
;__Lib_Lcd.c,123 :: 		
0x05AD	0x1208      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,124 :: 		
0x05AE	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,125 :: 		
0x05AF	0x20E5      	CALL       _Delay_1us
;__Lib_Lcd.c,126 :: 		
0x05B0	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,127 :: 		
0x05B1	0x20D8      	CALL       _Delay_5500us
;__Lib_Lcd.c,130 :: 		
0x05B2	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,131 :: 		
0x05B3	0x20E5      	CALL       _Delay_1us
;__Lib_Lcd.c,132 :: 		
0x05B4	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,134 :: 		
0x05B5	0x1288      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,135 :: 		
0x05B6	0x1788      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,136 :: 		
0x05B7	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,137 :: 		
0x05B8	0x20E5      	CALL       _Delay_1us
;__Lib_Lcd.c,138 :: 		
0x05B9	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,139 :: 		
0x05BA	0x20D8      	CALL       _Delay_5500us
;__Lib_Lcd.c,142 :: 		
0x05BB	0x1388      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,143 :: 		
0x05BC	0x1608      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,144 :: 		
0x05BD	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,145 :: 		
0x05BE	0x20E5      	CALL       _Delay_1us
;__Lib_Lcd.c,146 :: 		
0x05BF	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,148 :: 		
0x05C0	0x1208      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,149 :: 		
0x05C1	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,150 :: 		
0x05C2	0x20E5      	CALL       _Delay_1us
;__Lib_Lcd.c,151 :: 		
0x05C3	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,152 :: 		
0x05C4	0x20D8      	CALL       _Delay_5500us
;__Lib_Lcd.c,155 :: 		
0x05C5	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,156 :: 		
0x05C6	0x20E5      	CALL       _Delay_1us
;__Lib_Lcd.c,157 :: 		
0x05C7	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,159 :: 		
0x05C8	0x1608      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,160 :: 		
0x05C9	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,161 :: 		
0x05CA	0x20E5      	CALL       _Delay_1us
;__Lib_Lcd.c,162 :: 		
0x05CB	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,163 :: 		
0x05CC	0x20D8      	CALL       _Delay_5500us
;__Lib_Lcd.c,166 :: 		
0x05CD	0x1208      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,167 :: 		
0x05CE	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,168 :: 		
0x05CF	0x20E5      	CALL       _Delay_1us
;__Lib_Lcd.c,169 :: 		
0x05D0	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,171 :: 		
0x05D1	0x1788      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,172 :: 		
0x05D2	0x1708      	BSF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,173 :: 		
0x05D3	0x1688      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,174 :: 		
0x05D4	0x1608      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,175 :: 		
0x05D5	0x1588      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,176 :: 		
0x05D6	0x20E5      	CALL       _Delay_1us
;__Lib_Lcd.c,177 :: 		
0x05D7	0x1188      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,179 :: 		
0x05D8	0x20D8      	CALL       _Delay_5500us
;__Lib_Lcd.c,181 :: 		
0x05D9	0x146F      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,182 :: 		
L_end_Lcd_Init:
0x05DA	0x0008      	RETURN
; end of _Lcd_Init
_PWM1_Init:
;__Lib_PWM_c21.c,33 :: 		
;__Lib_PWM_c21.c,34 :: 		
;__Lib_PWM_c21.c,35 :: 		
0x05DB	0x1283      	BCF        STATUS, 5
0x05DC	0x1303      	BCF        STATUS, 6
0x05DD	0x0195      	CLRF       CCPR1L
;__Lib_PWM_c21.c,36 :: 		
0x05DE	0x1217      	BCF        CCP1CON, 4
;__Lib_PWM_c21.c,37 :: 		
0x05DF	0x1297      	BCF        CCP1CON, 5
;__Lib_PWM_c21.c,38 :: 		
L_end_PWM1_Init:
0x05E0	0x0008      	RETURN
; end of _PWM1_Init
_modeControl:
;COCIMIC_FP_Compiler.c,223 :: 		void modeControl() {
;COCIMIC_FP_Compiler.c,225 :: 		if (mode == 1) {                        // If mode is manual
0x05E1	0x1283      	BCF        STATUS, 5
0x05E2	0x1303      	BCF        STATUS, 6
0x05E3	0x0836      	MOVF       _mode, 0
0x05E4	0x3A01      	XORLW      1
0x05E5	0x1D03      	BTFSS      STATUS, 2
0x05E6	0x2DF2      	GOTO       L_modeControl54
;COCIMIC_FP_Compiler.c,226 :: 		Lcd_Out(1, 1, "               M");  // Clear temperature reading and display M on LCD
0x05E7	0x3001      	MOVLW      1
0x05E8	0x1683      	BSF        STATUS, 5
0x05E9	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x05EA	0x3001      	MOVLW      1
0x05EB	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x05EC	0x3039      	MOVLW      ?lstr18_COCIMIC_FP_Compiler
0x05ED	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x05EE	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,227 :: 		dispSpd();                          // Display speed based on keypad input
0x05EF	0x24DF      	CALL       _dispSpd
;COCIMIC_FP_Compiler.c,228 :: 		manualFanControl();                 // Control fan speed based on keypad input
0x05F0	0x2433      	CALL       _manualFanControl
;COCIMIC_FP_Compiler.c,229 :: 		} else {
0x05F1	0x2DFF      	GOTO       L_modeControl55
L_modeControl54:
;COCIMIC_FP_Compiler.c,230 :: 		Lcd_Out(1, 16, "A");  // Display A on LCD
0x05F2	0x3001      	MOVLW      1
0x05F3	0x1683      	BSF        STATUS, 5
0x05F4	0x1303      	BCF        STATUS, 6
0x05F5	0x00E2      	MOVWF      FARG_Lcd_Out_row
0x05F6	0x3010      	MOVLW      16
0x05F7	0x00E3      	MOVWF      FARG_Lcd_Out_column
0x05F8	0x3037      	MOVLW      ?lstr19_COCIMIC_FP_Compiler
0x05F9	0x00E4      	MOVWF      FARG_Lcd_Out_text
0x05FA	0x2270      	CALL       _Lcd_Out
;COCIMIC_FP_Compiler.c,231 :: 		readTemp();           // Read temperature
0x05FB	0x23BF      	CALL       _readTemp
;COCIMIC_FP_Compiler.c,232 :: 		dispTemp();           // Display temperature
0x05FC	0x24C2      	CALL       _dispTemp
;COCIMIC_FP_Compiler.c,233 :: 		dispSpd();            // Display speed
0x05FD	0x24DF      	CALL       _dispSpd
;COCIMIC_FP_Compiler.c,234 :: 		autoFanControl();     // Control fan speed based on temperature
0x05FE	0x2343      	CALL       _autoFanControl
;COCIMIC_FP_Compiler.c,235 :: 		}
L_modeControl55:
;COCIMIC_FP_Compiler.c,236 :: 		}
L_end_modeControl:
0x05FF	0x0008      	RETURN
; end of _modeControl
_initInterrupt:
;COCIMIC_FP_Compiler.c,47 :: 		void initInterrupt() {
;COCIMIC_FP_Compiler.c,48 :: 		INTCON.f7 = 1;  // Enable global interrupt
0x0600	0x178B      	BSF        INTCON, 7
;COCIMIC_FP_Compiler.c,49 :: 		INTCON.f6 = 1;  // Enable peripheral interrupt
0x0601	0x170B      	BSF        INTCON, 6
;COCIMIC_FP_Compiler.c,50 :: 		INTCON.f3 = 1;  // Enable RB port change interrupt
0x0602	0x158B      	BSF        INTCON, 3
;COCIMIC_FP_Compiler.c,51 :: 		INTCON.f0 = 1;  // Enable RB0 interrupt
0x0603	0x140B      	BSF        INTCON, 0
;COCIMIC_FP_Compiler.c,53 :: 		OPTION_REG.f7 = 0;  // Enable pull-up
0x0604	0x1683      	BSF        STATUS, 5
0x0605	0x1303      	BCF        STATUS, 6
0x0606	0x1381      	BCF        OPTION_REG, 7
;COCIMIC_FP_Compiler.c,54 :: 		}
L_end_initInterrupt:
0x0607	0x0008      	RETURN
; end of _initInterrupt
_keypadScan:
;COCIMIC_FP_Compiler.c,167 :: 		void keypadScan() {
;COCIMIC_FP_Compiler.c,168 :: 		key = 0;  // Clear key value
0x0608	0x1683      	BSF        STATUS, 5
0x0609	0x1303      	BCF        STATUS, 6
0x060A	0x01C1      	CLRF       _key
0x060B	0x01C2      	CLRF       _key+1
;COCIMIC_FP_Compiler.c,169 :: 		PORTB.F0 = 0;
0x060C	0x1283      	BCF        STATUS, 5
0x060D	0x1006      	BCF        PORTB, 0
;COCIMIC_FP_Compiler.c,170 :: 		delay_ms(1);
0x060E	0x3007      	MOVLW      7
0x060F	0x00FC      	MOVWF      R12
0x0610	0x307D      	MOVLW      125
0x0611	0x00FD      	MOVWF      R13
L_keypadScan26:
0x0612	0x0BFD      	DECFSZ     R13, 1
0x0613	0x2E12      	GOTO       L_keypadScan26
0x0614	0x0BFC      	DECFSZ     R12, 1
0x0615	0x2E12      	GOTO       L_keypadScan26
;COCIMIC_FP_Compiler.c,171 :: 		PORTB.F0 = 1;
0x0616	0x1406      	BSF        PORTB, 0
